sentence,SOCIAL_LABEL,GRI_LABEL
Quyền bảo mật thông tin khách hàng Không ghi nhận trường hợp nào vi phạm liên quan đến Quyền bảo mật thông tin khách hàng.,S,GRI418
Tuân thủ về Kinh tế - xã hội Luôn tuân thủ luật pháp và các quy định trong lĩnh vực kinh tế và xã hội.,S,GRI419
Phát triển kinh tế địa phương.,S,GRI419
Phát triển kinh tế địa phương.,S,GRI419
"Thu nhập bình quân đầu người trong tại TNG gấp 2,4 lần so với lương tối thiểu vùng (Lương tối thiểu vùng 3.070.000 - 3.920.000 VNĐ).",U,
MT 2 Xóa đói Tăng cường đầu tư cơ sở hạ tầng nông thôn.,S,GRI413-1
"Đã mở thêm rộng thêm 1 Chi nhánh sản xuất với công suất lớn góp phần giải quyết việc làm, đóng góp vào sự thay đổi kết cấu hạ tầng ở các địa điểm nhà máy hoạt động.",U,
"MT 3 Sức khỏe tốt và cuộc sống hạnh phúc Không ngừng nâng cao đời sống vật chất tinh thần, nâng cao đời sống thể chất của nhân viên.",S,GRI403
Mua bảo hiểm sức khỏe cho 100% nhân viên làm việc tại TNG.,S,GRI403
"Khám sức khỏe định kỳ đạt tỷ lệ 100% nhân viên làm việc tại TNG, phối hợp với địa phương kiểm soát dịch bệnh và tổ chức tiêm vắc xin phòng Covid cho người lao động.",S,GRI403
Tổ chức thi đấu các giải thể thao giữa các đơn vị trong Công ty.,S,GRI407
"Tổ chức các hoạt động văn hóa, văn nghê, múa hát, thi nấu ăn… MT 4 Giáo dục chất lượng Xây dựng đội ngũ nhân viên hoàn thiện về kỹ năng, đảm bảo về năng lực và đáp ứng nguyên tắc văn hóa.",S,GRI404
"Tổ chức đào tạo hội nhập cho 100% người lao động mới nhận việc; Đào tạo nghề cho 100% lao động chưa biết nghề và thường xuyên tổ chức các chương trình đào tạo, khuyến khích người lao động nâng cao tay nghề, nghiệp vụ.",S,GRI403
Duy trì chính sách hỗ trợ 100% cho con em CBNV công tác tại TNG theo học các chuyên ngành liên quan tới dệt may.,U,
"STT 17 MỤC TIÊU CỦA LHQ MỤC TIÊU CỦA TNG THÀNH TỰU ĐẠT ĐƯỢC 2022 MT 5 Bình đẳng giới Bình đẳng, không phân biệt đối xử.",U,
"Tại TNG tỷ lệ nữ giới chiếm trên 71,9%.",U,
"Thành viên HĐQT nữ giới chiếm 22,2%.",S,GRI404-3
"Lãnh đạo quản lý chủ chốt là nữ giới chiếm tỷ lệ 54,3%.",U,
"TNG duy trì chính sách Bình đẳng giới tại nơi làm việc, ban hành quy chế giám sát thực hiện và quy định rõ hình thức kỷ luật trong trường hợp xâm phạm quy định bình đẳng giới.",S,GRI406
"Ngoài ra, TNG còn áp dụng các tiêu chuẩn và quy tắc duy trì chính sách bình đẳng giới theo tiêu chuẩn của các khách hàng lớn nước ngoài nhằm bảo đảm tối đa tính tuân thủ và nâng cao ý thức người lao động về lĩnh vực này.",U,
MT 6 Nước sạch và điều kiện vệ sinh Tuân thủ yêu cầu của pháp luật.,S,GRI419
Sử dụng nguồn nước hiệu quả và có trách nhiệm.,S,GRI419
100% nước thải nguy hại được xử lý; tăng cường tái sử dụng nước an toàn.,S,GRI403
100% nước thải nguy hại được xử lý.,S,GRI419
100% đơn vị khai thác nước theo đúng công suất cho phép.,S,GRI419
"Giảm tỷ lệ sử dụng nước/1 đồng giá vốn so với năm 2021 là: 2,3%.",U,
"MT 7 Năng lượng sạch và giá hợp lý Ưu tiên sử dụng năng lượng tái tạo, ánh sáng tự nhiên.",U,
"Tiết kiệm điện, nước, than… Thiết kế nhà máy thông minh tận dụng tối đa ánh sáng tự nhiên, sử dụng các tấm che mưa trong suốt.",U,
"Giảm tỷ lệ sử dụng điện / 1 đồng giá vốn so với năm 2021 là: 3,2 %.",U,
"Giám tỷ lệ sử dụng than/ 1 đồng giá vốn so với năm 2021 là: 1,89%.",S,GRI404-3
"MT 8 Việc làm bền vững và tăng trưởng kinh tế Nâng cao năng suất lao động, chất lượng sản phẩm.",S,GRI401-2
Phát triển kinh tế địa phương.,S,GRI419
Phát triển kinh tế địa phương.,S,GRI419
"Thực hiện giảm thiểu, tái chế, tái sử dụng chất thải.",U,
"Cải tiến quy trình quản lý, ứng dụng và chuyển giao các công nghệ sạch.",S,GRI404-2
"Tăng cường sử dụng các nguyên vật liệu, năng lượng tái tạo, sản phẩm thân thiện môi trường.",U,
"Bảo vệ quyền lao động, đảm bảo môi trường làm việc an toàn.",S,GRI403
Thu nhập bình quân người lao động năm đạt 9.500.000 đồng/ người/ tháng và luôn cao hơn so với các công ty cùng ngành tại địa phương.,S,GRI402
Không sử dụng lao động cưỡng bức và lao động trẻ em.,S,GRI408
"Trong năm 2022, TNG không ghi nhận bất kỳ tai nạn lao động nào.",S,GRI403
"Đóng góp 103,22 tỷ đồng cho ngân sách nhà nước, tăng 55,62% so với năm 2021.",U,
Ứng dụng công nghệ thông tin trong quản lý và thực hành tác nghiệp.,S,GRI404
"Thiết kế của nhà xưởng đáp ứng tận dụng tối đa ánh sáng tự nhiên, hướng gió và hướng nắng được đặt phù hợp với vị trí cụ thể của từng nhà máy.",U,
"Đầu tư mới hệ thống cảnh báo độ ồn, đo nồng độ CO2.",U,
Đầu tư mới hệ thống xử lý chất thải chuyên biệt.,U,
Sử dụng các hệ thống cảm biến ánh sáng tự động.,S,GRI418
"MT 10 Giảm bất bình đẳng Bình đẳng, không phân biệt đối xử trong tất cả mọi lĩnh vực.",U,
Không có khiếu nại về bất bình đẳng và phân biệt đối xử trong tổ chức.,S,GRI406
"MT 11 Xây dựng các đô thị và cộng đồng dân cư hiệu quả, an toàn, đồng bộ và bền vững Quản lý chất thải và rác thải hiệu quả, tuân thủ pháp luật.",S,GRI403
100% nước thải đầu ra được xử lý đạt chuẩn.,U,
"Xây dựng Nhà máy Xanh đáp ứng tiêu chuẩn xanh, góp phần thay đổi cảnh quan địa phương nơi có nhà máy sản xuất, đóng góp gián tiếp vào thay đổi các yếu tố liên quan tới môi trường và xã hội.",S,GRI413-1
Quản lý chất thải hiệu quả.,S,GRI404-3
Tuân thủ yêu cầu của pháp luật.,S,GRI419
Đưa phát triển bền vững vào chiến lược.,S,GRI404
Báo cáo phát triển bền vững được ban hành hàng năm.,S,GRI404-3
"100% các nhà máy của TNG đạt tiêu chuẩn đánh giá trách nhiệm xã hội BSCI, Wrap, Betterwork… Xuất khẩu sản phẩm đến hơn 48 quốc gia trên thế giới.",S,GRI419
Doanh nghiệp bền vững năm 2022 trong lĩnh vực sản xuất do VCCI tổ chức.,S,GRI402
Đây là lần thứ 4 TNG lọt vào “Top 10 Doanh nghiệp bền vững năm 2022”.,U,
Nghiên cứu và phát triển nhiều sản phẩm thân thiện với môi trường.,S,GRI404
Tiêu biểu như bông Downlike thay thế cho lông vũ với 90% vật liệu tái chế từ chai nhựa.,U,
MT 13 Triển khai các hành động khẩn cấp để giải quyết vấn đề biến đổi khí hậu và các tác động của nó Chủ động các phương án cho khả năng phục hồi và khả năng thích ứng với các hiểm họa từ khí hậu và thiên tai.,U,
"Mua bảo hiểm công trình, hàng hóa cho những sự kiện bất khả kháng.",S,GRI413-1
"Thuê các đơn vị chuyên môn xử lý các nguồn nước thải trước trong giới hạn cho phép trước khi xả thải ra môi trường, không gây ảnh hưởng đến môi trường biển.",U,
Khai thác nguồn nước tại các khu vực nhà máy trong khối lượng cho phép.,S,GRI401-2
"Nghiêm cấm tham nhũng, hối lộ.",S,GRI401
"Xây dựng tổ chức hiệu quả, minh bạch, trách nhiệm ở tất cả các cấp.",S,GRI407
Không xảy ra bạo lực trong phạm vi văn phòng làm việc và các nhà máy sản xuất.,S,GRI419
"Tăng cường truyền thông về quy tắc ứng xử của công ty, thực hiện các cuộc đánh giá quy trình phòng chống tham nhũng, hối lộ trong Công ty.",S,GRI412-2
MT 17 Nâng cao khả năng thực hiện và làm mới mối quan hệ đối tác toàn cầu vì sự phát triển bền vững Khuyến khích nhận các nguồn vốn đầu tư tài chính từ các doanh nghiệp nước ngoài.,S,GRI404-3
Tăng cường xuất khẩu tới những thị trường phát triển.,S,GRI404
"Phát hành trái phiếu không chuyển đổi, không tài sản bảo đảm Tổng giá trị hơn 300 tỷ đồng.",U,
"Năm 2022 các thị trường xuất khẩu chủ yếu của TNG là: Hoa Kỳ, Pháp, Canada, Nga, Đức.",U,
Tuân thủ pháp luật về tiêu chuẩn của sản phẩm của nước nhập khẩu.,S,GRI419
"10.000 sản phẩm áo ấm mùa đông sẽ được dùng để trao cho các hoàn cảnh khó khăn thuộc khu vực huyện, Thị thành của Thái Nguyên và trao tặng Hội chữ Thập đỏ của tỉnh.",U,
Đại diện phía Công ty Cổ phần Đầu tư và Thương mại TNG đã trao tặng 50 triệu đồng tương đương với 10 suất học bổng nhằm hỗ trợ cho các em học sinh có hoàn cảnh khó khăn trên địa bàn tỉnh Thái Nguyên.,U,
"Đây là hoạt động có ý nghĩa thiết thực mong muốn chia sẻ, giúp đỡ phần nào những vất vả, khó khăn trong cuộc sống mà các em đang phải gánh chịu.",S,GRI408
Ban Giám đốc cũng chịu trách nhiệm đảm bảo an toàn cho tài sản của Công ty và thực hiện các biện pháp thích hợp để ngăn chặn và phát hiện các hành vi gian lận và sai phạm khác.,S,GRI403
Ban Giám đốc xác nhận rằng Công ty đã tuân thủ các yêu cầu nêu trên trong việc lập báo cáo tài chính hợp nhất.,S,GRI404-3
Trách nhiệm của Kiểm toán viên Trách nhiệm của chúng tôi là đưa ra ý kiến về báo cáo tài chính hợp nhất dựa trên kết quả của cuộc kiểm toán.,S,GRI404-3
Chúng tôi đã tiến hành kiểm toán theo các chuẩn mực kiểm toán Việt Nam.,S,GRI404-3
Công việc kiểm toán bao gồm thực hiện các thủ tục nhằm thu thập các bằng chứng kiểm toán về các số liệu và thuyết minh trên báo cáo tài chính hợp nhất.,U,
"Các thủ tục kiểm toán được lựa chọn dựa trên xét đoán của Kiểm toán viên, bao gồm đánh giá rủi ro có sai sót trọng yếu trong báo cáo tài chính hợp nhất do gian lận hoặc nhầm lẫn.",S,GRI404-3
Chúng tôi tin tưởng rằng các bằng chứng kiểm toán mà chúng tôi đã thu thập được là đầy đủ và thích hợp làm cơ sở cho ý kiến kiểm toán của chúng tôi.,S,GRI404-3
TÀI SẢN NGẮN HẠN 100 2.607.502.163.527 2.025.771.365.606 I.,U,
Tiền và các khoản tương đương tiền 110 4 512.492.211.463 13.512.403.296 1.,U,
Tiền 111 103.715.148.723 13.512.403.296 2.,U,
Các khoản tương đương tiền 112 408.777.062.740 - II.,U,
Các khoản phải thu ngắn hạn 130 558.603.558.263 718.646.604.849 1.,U,
Phải thu ngắn hạn của khách hàng 131 5 470.750.212.903 585.255.931.638 2.,U,
Trả trước cho người bán ngắn hạn 132 1.208.754.202 48.645.203.680 3.,U,
Phải thu ngắn hạn khác 136 6 89.132.561.237 87.059.905.391 4.,U,
Dự phòng phải thu ngắn hạn khó đòi 137 7 (2.487.970.079) (2.314.435.860) III.,U,
Hàng tồn kho 140 8 1.279.993.895.072 1.159.323.814.454 1.,U,
Hàng tồn kho 141 1.304.464.135.386 1.180.671.478.594 2.,U,
Dự phòng giảm giá hàng tồn kho 149 (24.470.240.314) (21.347.664.140) IV.,U,
Tài sản ngắn hạn khác 150 256.412.498.729 134.288.543.007 1.,U,
Chi phí trả trước ngắn hạn 151 9 25.548.020.393 19.828.955.575 2.,U,
Thuế giá trị gia tăng được khấu trừ 152 213.332.662.194 106.545.254.117 3.,U,
Thuế và các khoản khác phải thu Nhà nước 153 17 17.531.816.142 7.914.333.315 B.,U,
TÀI SẢN DÀI HẠN 200 2.684.341.675.673 2.341.603.722.959 I.,U,
Các khoản phải thu dài hạn 210 10.680.826.157 21.133.119.259 1.,U,
Phải thu dài hạn khác 216 6 10.680.826.157 21.133.119.259 II.,U,
Tài sản cố định 220 1.812.357.749.031 1.501.377.492.294 1.,U,
Tài sản cố định hữu hình 221 10 1.790.947.003.309 1.476.879.696.017 - Nguyên giá 222 2.962.179.867.853 2.479.109.305.698 - Giá trị hao mòn lũy kế 223 (1.171.232.864.544) (1.002.229.609.681) 2.,U,
Tài sản cố định vô hình 227 11 21.410.745.722 24.497.796.277 - Nguyên giá 228 47.422.684.488 47.422.684.488 - Giá trị hao mòn lũy kế 229 (26.011.938.766) (22.924.888.211) III.,U,
Bất động sản đầu tư 230 12 32.066.802.409 32.749.074.805 - Nguyên giá 231 32.946.529.783 32.946.529.783 - Giá trị hao mòn lũy kế 232 (879.727.374) (197.454.978) IV.,U,
Tài sản dở dang dài hạn 240 684.021.623.687 671.299.937.275 1.,U,
Chi phí xây dựng cơ bản dở dang 242 13 684.021.623.687 671.299.937.275 V.,U,
Đầu tư tài chính dài hạn 250 14 - - 1.,U,
Đầu tư vào công ty liên kết 252 - - VI.,U,
Tài sản dài hạn khác 260 145.214.674.389 115.044.099.326 1.,U,
NỢ PHẢI TRẢ 300 3.641.015.759.091 2.905.123.800.308 I.,U,
Nợ ngắn hạn 310 2.924.505.714.868 2.446.996.860.366 1.,U,
Phải trả người bán ngắn hạn 311 15 658.438.783.565 684.290.803.577 2.,U,
Người mua trả tiền trước ngắn hạn 312 16 32.899.377.296 4.362.358.117 3.,U,
Thuế và các khoản phải nộp Nhà nước 313 17 18.377.666.858 14.000.599.163 4.,U,
Phải trả người lao động 314 154.674.185.561 58.613.285.891 5.,U,
Chi phí phải trả ngắn hạn 315 18 43.149.486.298 42.714.852.246 6.,U,
Doanh thu chưa thực hiện ngắn hạn 318 4.379.397.073 4.087.831.321 7.,U,
Phải trả ngắn hạn khác 319 19 14.262.914.831 17.072.612.690 8.,U,
Vay ngắn hạn 320 20 1.961.006.518.037 1.621.710.354.436 9.,U,
"Quỹ khen thưởng, phúc lợi 322 37.317.385.349 144.162.925 II.",U,
Nợ dài hạn 330 716.510.044.223 458.126.939.942 1.,U,
Doanh thu chưa thực hiện dài hạn 336 1.780.588.437 1.133.095.507 2.,U,
Vay dài hạn 338 21 714.729.455.786 456.993.844.435 D.,U,
VỐN CHỦ SỞ HỮU 400 1.650.828.080.109 1.462.251.288.257 I.,U,
Vốn chủ sở hữu 410 23 1.650.828.080.109 1.462.251.288.257 1.,U,
Vốn góp của chủ sở hữu 411 1.051.177.580.000 926.987.790.000 2.,U,
Thặng dư vốn cổ phần 412 40.988.785.123 40.988.785.123 3.,U,
Vốn khác của chủ sở hữu 414 55.419.591 55.419.591 4.,U,
Quỹ đầu tư phát triển 418 212.319.038.365 200.704.720.977 5.,U,
Quỹ khác thuộc vốn chủ sở hữu 420 72.801.115.397 61.186.798.009 6.,U,
Lợi nhuận sau thuế chưa phân phối 421 250.917.939.706 232.327.774.557 - Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước 421a 66.723.600 41.426.800 - Lợi nhuận sau thuế chưa phân phối năm nay 421b 250.851.216.106 232.286.347.757 7.,U,
Doanh thu bán hàng và cung cấp dịch vụ 01 26 6.772.345.206.702 5.446.378.397.894 2.,U,
Các khoản giảm trừ doanh thu 02 26 - 2.771.371.407 3.,U,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02) 10 26 6.772.345.206.702 5.443.607.026.487 4.,U,
Giá vốn hàng bán và dịch vụ cung cấp 11 27 5.772.848.937.690 4.717.087.846.796 5.,U,
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11) 20 999.496.269.012 726.519.179.691 6.,U,
Doanh thu hoạt động tài chính 21 29 121.080.712.851 60.119.298.886 7.,U,
Chi phí tài chính 22 30 301.660.397.354 169.901.470.910 - Trong đó: Chi phí lãi vay 23 159.534.027.451 124.968.574.366 8.,U,
Chi phí bán hàng 25 31 78.285.365.057 86.014.703.288 9.,U,
Chi phí quản lý doanh nghiệp 26 31 367.997.249.407 242.448.803.553 10.,U,
Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)) 30 372.633.970.045 288.273.500.826 11.,U,
Thu nhập khác 31 32 4.043.722.893 3.535.614.669 12.,U,
Chi phí khác 32 32 17.881.781.454 10.958.863.062 13.,U,
Lỗ khác (40=31-32) 40 (13.838.058.561) (7.423.248.393) 14.,U,
Tổng lợi nhuận kế toán trước thuế (50=30+40) 50 358.795.911.484 280.850.252.433 15.,U,
Chi phí thuế thu nhập doanh nghiệp hiện hành 51 33 65.799.390.251 48.563.904.676 16.,U,
Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51) 60 292.996.521.233 232.286.347.757 17.,U,
LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG KINH DOANH 1.,U,
Lợi nhuận trước thuế 01 358.795.911.484 280.850.252.433 2.,U,
LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ 1.,U,
"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác 21 (471.027.901.561) (579.557.797.385) 2.",U,
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác 22 1.130.181.818 205.503.746 3.",U,
LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH 1.,U,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của cổ đông 31 72.526.070.000 - 2.",U,
Tiền thu từ đi vay 33 5.624.423.619.581 5.200.218.107.665 3.,U,
Tiền trả nợ gốc vay 34 (4.995.946.220.872) (4.748.464.757.030) 4.,U,
Báo cáo tài chính hợp nhất được lập trên cơ sở hợp nhất số liệu báo cáo tài chính riêng của Công ty và báo cáo tài chính của các công ty con của Công ty.,S,GRI404-3
Năm tài chính Năm tài chính của Công ty bắt đầu từ ngày 01 tháng 01 và kết thúc vào ngày 31 tháng 12.,U,
Cấu trúc doanh nghiệp Quy mô của Công ty bao gồm 1 trụ sở chính và 17 chi nhánh phụ thuộc.,U,
"Trụ sở chính của Công ty được đặt tại địa chỉ: Số 434/1 đường Bắc Kạn, phường Hoàng Văn Thụ, thành phố Thái Nguyên.",U,
"Tại ngày 31 tháng 12 năm 2022, Công ty có 03 công ty con và 02 công ty liên kết.",U,
Thông tin khái quát về các công ty con và công ty liên kết của Công ty như sau: STT Tên công ty Nơi thành lập và hoạt động Tỷ lệ sở hữu (%) Tỷ lệ quyền biểu quyết nắm giữ (%) Hoạt động chính Công ty con 1.,S,GRI404-3
Công ty TNHH TNG Fashion Thái Nguyên 100 100 Kinh doanh thời trang 2.,U,
Công ty TNHH MTV TNG Eco Green Thái Nguyên 100 100 Kinh doanh Bất động sản 3.,U,
Công ty Cổ phần TNG Land (*) Thái Nguyên 86 86 Kinh doanh Bất động sản Công ty liên kết 1.,U,
Công ty Cổ phần Xây lắp Điện Bắc Thái Thái Nguyên 49 49 Xây lắp điện 2.,U,
Số vốn thực góp và số vốn cam kết góp vào các công ty liên kết của Công ty tại ngày 31 tháng 12 năm 2022 được trình bày tại Thuyết minh số 14.,U,
Thuyết minh về khả năng so sánh thông tin trên báo cáo tài chính hợp nhất Số liệu so sánh là số liệu của báo cáo tài chính hợp nhất đã được kiểm toán của Công ty cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021.,S,GRI404-3
Công ty thực hiện cổ phần hóa và chuyển đổi thành công ty cổ phần theo Quyết định số 3744/QĐ-UB ngày 16 tháng 12 năm 2002 của Ủy ban Nhân dân tỉnh Thái Nguyên.,U,
"Từ ngày 01 tháng 01 năm 2003, Công ty chính thức chuyển đổi thành công ty cổ phần với Giấy phép kinh doanh số 1703000036 do Sở kế hoạch và Đầu tư tỉnh Thái Nguyên cấp ngày 02 tháng 01 năm 2003.",U,
"Theo Giấy chứng nhận đăng ký doanh nghiệp số 4600305723 sửa đổi ngày 22 tháng 9 năm 2022 do Sở Kế hoạch và Đầu tư tỉnh Thái Nguyên cấp cho Công ty, vốn điều lệ của Công ty là 1.051.177.580.000 VND.",U,
Cổ phiếu của Công ty đang được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) với mã chứng khoán là TNG.,U,
Tổng số nhân viên của Công ty tại ngày 31 tháng 12 năm 2022 là 18.117 (ngày 31 tháng 12 năm 2021: 15.794).,U,
Ngành nghề kinh doanh và hoạt động chính Ngành nghề kinh doanh của Công ty là sản xuất và mua bán hàng may mặc.,U,
"Chi tiết: Giặt, là công nghiệp các sản phẩm may mặc; và Sản xuất, bán buôn, bán lẻ trang thiết bị y tế.",U,
"Chu kỳ sản xuất, kinh doanh thông thường Chu kỳ sản xuất, kinh doanh thông thường của Công ty được thực hiện trong thời gian không quá 12 tháng.",U,
"Mặc dù các ước tính kế toán được lập bằng tất cả sự hiểu biết của Ban Giám đốc, số thực tế phát sinh có thể khác với các ước tính, giả định đặt ra.",S,GRI404-3
Việc kiểm soát này đạt được khi Công ty có khả năng kiểm soát các chính sách tài chính và hoạt động của các công ty nhận đầu tư nhằm thu được lợi ích từ hoạt động của các công ty này.,S,GRI401
"Trong trường hợp cần thiết, báo cáo tài chính của các công ty con được điều chỉnh để các chính sách kế toán được áp dụng tại Công ty và các công ty con là giống nhau.",S,GRI404-3
Tất cả các nghiệp vụ và số dư giữa các công ty trong cùng tập đoàn được loại bỏ khi hợp nhất báo cáo tài chính.,S,GRI404-3
"Hợp nhất kinh doanh Tài sản, công nợ và công nợ tiềm tàng của công ty con được xác định theo giá trị hợp lý tại ngày mua công ty con.",U,
Bất kỳ khoản phụ trội nào giữa giá mua và tổng giá trị hợp lý của tài sản được mua được ghi nhận là lợi thế thương mại.,U,
Bất kỳ khoản thiếu hụt nào giữa giá mua và tổng giá trị hợp lý của tài sản được mua được ghi nhận vào kết quả hoạt động kinh doanh của năm tài chính phát sinh hoạt động mua công ty con.,U,
"Lợi ích của cổ đông không kiểm soát tại ngày hợp nhất kinh doanh ban đầu được xác định trên cơ sở tỷ lệ của cổ đông không kiểm soát trong tổng giá trị hợp lý của tài sản, công nợ và công nợ tiềm tàng được ghi nhận.",U,
Đầu tư vào công ty liên kết Công ty liên kết là một công ty mà Công ty có ảnh hưởng đáng kể nhưng không phải là công ty con của Công ty.,S,GRI402
Ảnh hưởng đáng kể thể hiện ở quyền tham gia vào việc đưa ra các quyết định về chính sách tài chính và hoạt động của bên nhận đầu tư nhưng không có ảnh hưởng về mặt kiểm soát hoặc đồng kiểm soát những chính sách này.,U,
"Kết quả hoạt động kinh doanh, tài sản và công nợ của các công ty liên kết được hợp nhất trong báo cáo tài chính theo phương pháp vốn chủ sở hữu.",S,GRI402
Các khoản góp vốn liên kết được trình bày trong Bảng cân đối kế toán theo giá gốc được điều chỉnh theo những thay đổi trong phần vốn góp của Công ty vào phần tài sản thuần của công ty liên kết sau ngày mua khoản đầu tư.,U,
Nợ phải thu Nợ phải thu là số tiền có thể thu hồi của khách hàng hoặc các đối tượng khác.,U,
Nợ phải thu được trình bày theo giá trị ghi sổ trừ đi các khoản dự phòng phải thu khó đòi.,U,
Hàng tồn kho Hàng tồn kho được xác định trên cơ sở giá thấp hơn giữa giá gốc và giá trị thuần có thể thực hiện được.,U,
"Giá gốc hàng tồn kho bao gồm chi phí nguyên vật liệu trực tiếp, chi phí lao động trực tiếp và chi phí sản xuất chung, nếu có, để có được hàng tồn kho ở địa điểm và trạng thái hiện tại.",S,GRI402
Giá gốc của hàng tồn kho được xác định theo phương pháp bình quân gia quyền.,U,
"Giá trị thuần có thể thực hiện được được xác định bằng giá bán ước tính trừ các chi phí ước tính để hoàn thành sản phẩm cùng chi phí tiếp thị, bán hàng và phân phối phát sinh.",U,
Hàng tồn kho được hạch toán theo phương pháp kê khai thường xuyên.,S,GRI403
Dự phòng giảm giá hàng tồn kho của Công ty được trích lập theo các quy định kế toán hiện hành.,U,
"Theo đó, Công ty được phép trích lập dự phòng giảm giá hàng tồn kho lỗi thời, hỏng, kém phẩm chất và trong trường hợp giá gốc của hàng tồn kho cao hơn giá trị thuần có thể thực hiện được tại ngày kết thúc niên độ kế toán.",U,
"Chi phí trả trước bao gồm tiền thuê đất, chi phí nhận chuyển nhượng quyền sử dụng đất, tài sản trên đất, chi phí sửa chữa tài sản cố định, chi phí mua bảo hiểm tài sản và các khoản chi phí trả trước khác.",S,GRI412-2
Tiền thuê đất thể hiện số tiền thuê đất đã được trả trước.,U,
Tiền thuê đất trả trước được phân bổ vào Báo cáo kết quả hoạt động kinh doanh hợp nhất theo phương pháp đường thẳng tương ứng với thời gian thuê đất là 48 năm.,U,
Chi phí nhận chuyển nhượng quyền sử dụng đất và tài sản trên đất trả trước được phân bổ vào Báo cáo kết quả hoạt động kinh doanh hợp nhất theo phương pháp đường thẳng tương ứng với thời gian thuê.,U,
Chi phí bảo hiểm tài sản thể hiện chi phí bảo hiểm cho tài sản phát sinh hàng năm và được phân bổ vào Báo cáo kết quả hoạt động kinh doanh hợp nhất theo phương pháp đường thẳng tối đa không quá 12 tháng.,U,
"Các chi phí này được vốn hóa dưới hình thức các khoản trả trước và được phân bổ vào Báo cáo kết quả hoạt động kinh doanh hợp nhất, sử dụng phương pháp đường thẳng theo các quy định kế toán hiện hành.",S,GRI404-3
Thuê tài sản Một khoản thuê được xem là thuê tài chính khi phần lớn các quyền lợi và rủi ro về quyền sở hữu tài sản được chuyển sang cho người đi thuê.,S,GRI407
Tất cả các khoản thuê khác được xem là thuê hoạt động.,S,GRI402
Công ty là bên cho thuê Công ty ghi nhận giá trị tài sản cho thuê tài chính là khoản phải thu bằng giá trị đầu tư thuần trong hợp đồng thuê tài chính.,S,GRI404-3
Doanh thu từ thuê tài chính được phân bổ vào các năm tài chính nhằm đảm bảo tỷ lệ lãi suất định kỳ cố định trên tổng số dư đầu tư thuần cho thuê tài chính.,U,
Doanh thu cho thuê hoạt động được ghi nhận theo phương pháp đường thẳng trong suốt thời gian cho thuê.,S,GRI404-3
Chi phí trực tiếp ban đầu phát sinh trong quá trình đàm phán ký hợp đồng thuê hoạt động được ghi nhận vào giá trị còn lại của tài sản cho thuê và kế toán theo phương pháp đường thẳng trong suốt thời gian cho thuê.,S,GRI404-3
Công ty là bên đi thuê Một khoản thuê được xem là thuê hoạt động khi bên cho thuê vẫn được hưởng phần lớn các quyền lợi và phải chịu rủi ro về quyền sở hữu tài sản.,S,GRI407
Chi phí thuê hoạt động được ghi nhận vào Báo cáo kết quả hoạt động kinh doanh hợp nhất theo phương pháp đường thẳng trong suốt thời gian thuê.,S,GRI402
Các khoản tiền nhận được hoặc phải thu nhằm tạo điều kiện ký kết hợp đồng thuê hoạt động cũng được ghi nhận theo phương pháp đường thẳng trong suốt thời gian thuê.,S,GRI404-3
Tài sản cố định hữu hình và khấu hao Tài sản cố định hữu hình được trình bày theo nguyên giá trừ giá trị hao mòn lũy kế.,U,
Nguyên giá tài sản cố định hữu hình bao gồm giá mua và toàn bộ các chi phí khác liên quan trực tiếp đến việc đưa tài sản vào trạng thái sẵn sàng sử dụng.,U,
"Nguyên giá tài sản cố định hữu hình do tự làm, tự xây dựng bao gồm chi phí xây dựng, chi phí sản xuất thực tế phát sinh cộng chi phí lắp đặt và chạy thử.",U,
Tài sản cố định vô hình và khấu hao Quyền sử dụng đất Tài sản cố định vô hình thể hiện giá trị quyền sử dụng đất được trình bày theo nguyên giá trừ giá trị hao mòn lũy kế.,U,
Quyền sử dụng đất được phân bổ phù hợp với thời gian sử dụng lô đất.,U,
Phần mềm máy tính Phần mềm máy tính được ghi nhận ban đầu theo giá mua và được khấu hao theo phương pháp đường thẳng dựa trên thời gian hữu dụng ước tính.,U,
"Các phần mềm quản lý hàng tồn kho, tiền lương, điều hành sản xuất và kế toán được khấu hao theo phương pháp đường thẳng trong thời gian 5-7 năm.",U,
Nguyên giá bất động sản đầu tư tự xây là giá trị quyết toán công trình hoặc các chi phí liên quan trực tiếp của bất động sản đầu tư.,U,
